time	marker	pupilArea	pupilDiam	pupilDiam_mm	centroid.x	centroid.y	rect.w	rect.h	huMoments[0]
15.7667	0	1669	46.0981	2.26582	247	83	56	36	0.176314
15.8	0	1669	46.0981	2.26582	247	83	56	36	0.176314
15.8333	0	1640	45.6959	2.24605	247	83	56	36	0.176079
15.8667	0	1640	45.6959	2.24605	247	83	56	36	0.176079
15.9	0	1640	45.6959	2.24605	247	83	56	36	0.176079
15.9333	0	1595	45.0646	2.21502	247	84	55	35	0.176783
15.9667	0	1595	45.0646	2.21502	247	84	55	35	0.176783
16	0	1595	45.0646	2.21502	247	84	55	35	0.176783
16.0333	0	1598	45.107	2.2171	247	85	55	36	0.175992
16.0667	0	1598	45.107	2.2171	247	85	55	36	0.175992
16.1	0	1598	45.107	2.2171	247	85	55	36	0.175992
16.1333	0	1731	46.9466	2.30752	248	86	56	37	0.173118
16.1667	0	1731	46.9466	2.30752	248	86	56	37	0.173118
16.2	0	1731	46.9466	2.30752	248	86	56	37	0.173118
16.2333	0	1874	48.8472	2.40095	249	87	59	38	0.176529
16.2667	0	1874	48.8472	2.40095	249	87	59	38	0.176529
16.3	0	1874	48.8472	2.40095	249	87	59	38	0.176529
16.3333	0	2043	51.0023	2.50687	249	87	60	41	0.172225
16.3667	0	2043	51.0023	2.50687	249	87	60	41	0.172225
16.4	0	2043	51.0023	2.50687	249	87	60	41	0.172225
16.4333	0	2065	51.2761	2.52033	250	87	61	41	0.172887
16.4667	0	2065	51.2761	2.52033	250	87	61	41	0.172887
16.5	0	2065	51.2761	2.52033	250	87	61	41	0.172887
16.5333	0	1989	50.3237	2.47352	250	87	60	40	0.173805
16.5667	0	1989	50.3237	2.47352	250	87	60	40	0.173805
16.6	0	1989	50.3237	2.47352	250	87	60	40	0.173805
16.6333	0	1795	47.8066	2.34979	249	86	59	38	0.178736
16.6667	0	1795	47.8066	2.34979	249	86	59	38	0.178736
16.7	0	1702	46.5516	2.28811	248	87	56	37	0.17351
16.7333	0	1704	46.579	2.28946	248	87	56	37	0.173569
16.7667	0	1704	46.579	2.28946	248	87	56	37	0.173569
16.8	0	1704	46.579	2.28946	248	87	56	37	0.173569
16.8333	0	1679	46.236	2.2726	249	87	56	37	0.172652
16.8667	0	1679	46.236	2.2726	249	87	56	37	0.172652
16.9	0	1679	46.236	2.2726	249	87	56	37	0.172652
16.9333	0	1584	44.9089	2.20737	250	87	55	35	0.176115
16.9667	0	1573	44.7527	2.19969	250	87	54	35	0.175261
17	0	1573	44.7527	2.19969	250	87	54	35	0.175261
17.0333	0	1580	44.8522	2.20458	249	86	54	37	0.17244
17.0667	0	1580	44.8522	2.20458	249	86	54	37	0.17244
17.1	0	1580	44.8522	2.20458	249	86	54	37	0.17244
17.1333	0	1706	46.6063	2.2908	250	88	54	39	0.168346
17.1667	0	1703	46.5653	2.28878	250	88	54	39	0.168513
17.2	0	1703	46.5653	2.28878	250	88	54	39	0.168513
17.2333	0	1769	47.4591	2.33271	249	88	57	38	0.173637
17.2667	0	1771	47.4859	2.33403	249	88	57	38	0.173669
17.3	0	1771	47.4859	2.33403	249	88	57	38	0.173669
17.3333	0	1909	49.3013	2.42326	251	89	59	38	0.176074
17.3667	0	1909	49.3013	2.42326	251	89	59	38	0.176074
17.4	0	1912	49.34	2.42517	251	89	59	38	0.176013
17.4333	0	1735	47.0008	2.31019	250	88	54	40	0.167667
17.4667	0	1734	46.9872	2.30952	250	88	54	40	0.167618
17.5	0	1734	46.9872	2.30952	250	88	54	40	0.167618
17.5333	0	1788	47.7133	2.34521	252	89	55	40	0.167873
17.5667	0	1788	47.7133	2.34521	252	89	55	40	0.167873
17.6	0	1788	47.7133	2.34521	252	89	55	40	0.167873
17.6333	0	1821	48.1515	2.36675	251	89	57	40	0.169531
17.6667	0	1821	48.1515	2.36675	251	89	57	40	0.169531
17.7	0	1821	48.1515	2.36675	251	89	57	40	0.169531
17.7333	0	1830	48.2704	2.37259	252	88	57	41	0.169836
17.7667	0	1830	48.2704	2.37259	252	88	57	41	0.169836
17.8	0	2053	51.1269	2.513	251	89	60	44	0.168588
17.8333	0	2053	51.1269	2.513	251	89	60	44	0.168588
17.8667	0	2053	51.1269	2.513	251	89	60	44	0.168588
17.9	0	2390	55.1638	2.71142	251	90	63	47	0.166086
17.9333	0	2390	55.1638	2.71142	251	90	63	47	0.166086
17.9667	0	2390	55.1638	2.71142	251	90	63	47	0.166086
18	0	2533	56.7901	2.79136	251	89	67	47	0.170053
18.0333	0	2528	56.734	2.7886	251	89	67	47	0.170151
18.0667	0	2528	56.734	2.7886	251	89	67	47	0.170151
18.1	0	2528	56.734	2.7886	251	89	67	47	0.170151
18.1333	0	2635	57.9223	2.847	251	89	70	49	0.170906
18.1667	0	2635	57.9223	2.847	251	89	70	49	0.170906
18.2	0	2635	57.9223	2.847	251	89	70	49	0.170906
18.2333	0	2751	59.1835	2.90899	250	89	71	50	0.170914
18.2667	0	2751	59.1835	2.90899	250	89	71	50	0.17093
18.3	0	2751	59.1835	2.90899	250	89	71	50	0.17093
18.3333	0	2937	61.1515	3.00573	250	90	72	53	0.168824
18.3667	0	2936	61.1411	3.00522	250	90	72	53	0.168848
18.4	0	2936	61.1411	3.00522	250	90	72	53	0.168848
18.4333	0	3042	62.235	3.05898	250	89	74	54	0.169642
18.4667	0	3042	62.235	3.05898	250	89	74	54	0.169642
18.5	0	3042	62.235	3.05898	250	89	74	54	0.169642
18.5333	0	3160	63.4306	3.11775	251	89	75	55	0.169115
18.5667	0	3155	63.3804	3.11528	251	89	75	55	0.169298
18.6	0	3155	63.3804	3.11528	251	89	75	55	0.169298
18.6333	0	3252	64.3473	3.16281	251	89	78	54	0.171078
18.6667	0	3252	64.3473	3.16281	251	89	78	54	0.171078
18.7	0	3252	64.3473	3.16281	251	89	78	54	0.171078
18.7333	0	3376	65.5626	3.22254	251	89	79	56	0.170673
18.7667	0	3374	65.5432	3.22159	251	89	79	56	0.170709
18.8	0	3374	65.5432	3.22159	251	89	79	56	0.170709
18.8333	0	3472	66.4883	3.26804	251	89	80	56	0.171244
18.8667	0	3472	66.4883	3.26804	251	89	80	56	0.171244
18.9	0	3472	66.4883	3.26804	251	89	80	56	0.171244
18.9333	0	3508	66.8321	3.28494	251	89	80	57	0.17035
18.9667	0	3508	66.8321	3.28494	251	89	80	57	0.17035
19	0	3508	66.8321	3.28494	251	89	80	57	0.17035
19.0333	0	3508	66.8321	3.28494	251	90	80	57	0.170187
19.0667	0	3508	66.8321	3.28494	251	90	80	57	0.170187
19.1	0	3508	66.8321	3.28494	251	90	80	57	0.170187
19.1333	0	3545	67.1836	3.30222	251	90	81	58	0.171049
19.1667	0	3545	67.1836	3.30222	251	90	81	58	0.171054
19.2	0	3545	67.1836	3.30222	251	90	81	58	0.171054
19.2333	0	3574	67.4579	3.3157	251	90	82	58	0.170862
19.2667	0	3575	67.4673	3.31616	251	90	82	58	0.170894
19.3	0	3575	67.4673	3.31616	251	90	82	58	0.170894
19.3333	0	3739	68.9974	3.39137	252	91	81	57	0.170202
19.3667	0	3740	69.0067	3.39182	252	91	81	57	0.170247
19.4	0	3740	69.0067	3.39182	252	91	81	57	0.170247
19.4333	0	3672	68.3765	3.36085	252	91	82	58	0.168773
19.4667	0	3674	68.3951	3.36176	252	91	82	58	0.168794
19.5	0	3674	68.3951	3.36176	252	91	82	58	0.168794
19.5333	0	3815	69.6951	3.42566	252	91	83	59	0.170058
19.5667	0	3818	69.7225	3.42701	252	91	83	59	0.170129
19.6	0	3818	69.7225	3.42701	252	91	83	59	0.170129
19.6333	0	3760	69.1909	3.40088	251	91	83	59	0.16918
19.6667	0	3758	69.1725	3.39998	251	91	83	59	0.169173
19.7	0	3758	69.1725	3.39998	251	91	83	59	0.169173
19.7333	0	3773	69.3104	3.40676	251	91	83	58	0.169271
19.7667	0	3773	69.3104	3.40676	251	91	83	58	0.169271
19.8	0	3773	69.3104	3.40676	251	91	83	58	0.169271
19.8333	0	3823	69.7682	3.42925	251	91	84	59	0.169894
19.8667	0	3823	69.7682	3.42925	251	91	84	59	0.169894
19.9	0	3823	69.7682	3.42925	251	91	84	59	0.169894
19.9333	0	3930	70.7378	3.47691	251	91	85	60	0.169745
19.9667	0	3930	70.7378	3.47691	251	91	85	60	0.169745
20	0	3862	70.1231	3.4467	251	91	85	59	0.171507
20.0333	0	3864	70.1413	3.44759	252	91	85	57	0.172971
20.0667	0	3862	70.1231	3.4467	252	91	85	57	0.173026
20.1	0	3861	70.1141	3.44626	252	91	85	57	0.173061
20.1333	0	3856	70.0687	3.44402	252	91	85	56	0.17314
20.1667	0	3856	70.0687	3.44402	252	91	85	56	0.17314
20.2	0	4014	71.4898	3.51387	252	92	86	60	0.169999
20.2333	0	4014	71.4898	3.51387	252	92	86	60	0.169999
20.2667	0	4014	71.4898	3.51387	252	92	86	60	0.169999
20.3	0	4014	71.4898	3.51387	252	92	86	60	0.169999
20.3333	0	3920	70.6477	3.47249	252	91	86	57	0.173105
20.3667	0	3920	70.6477	3.47249	252	91	86	57	0.173105
20.4	0	3920	70.6477	3.47249	252	91	86	57	0.173105
20.4333	0	4139	72.5944	3.56817	253	92	87	60	0.169911
20.4667	0	4139	72.5944	3.56817	253	92	87	60	0.169911
20.5	0	3998	71.3472	3.50686	253	91	87	58	0.17227
20.5333	0	3998	71.3472	3.50686	253	91	87	58	0.17227
20.5667	0	3998	71.3472	3.50686	253	91	87	58	0.17227
20.6	0	3998	71.3472	3.50686	253	91	87	58	0.17227
20.6333	0	4027	71.6054	3.51956	253	92	86	60	0.169813
20.6667	0	4028	71.6143	3.52	253	92	86	60	0.169834
20.7	0	4028	71.6143	3.52	253	92	86	60	0.169834
20.7333	0	3992	71.2936	3.50423	252	92	86	60	0.170361
20.7667	0	3992	71.2936	3.50423	252	92	86	60	0.170361
20.8	0	3992	71.2936	3.50423	252	92	86	60	0.170361
20.8333	0	4025	71.5877	3.51869	252	92	86	60	0.170162
20.8667	0	4025	71.5877	3.51869	252	92	86	60	0.170162
20.9	0	4025	71.5877	3.51869	252	92	86	60	0.170162
20.9333	0	4158	72.7608	3.57635	253	92	87	61	0.169416
20.9667	0	4158	72.7608	3.57635	253	92	87	61	0.169416
21	0	4158	72.7608	3.57635	253	92	87	61	0.169416
21.0333	0	4195	73.0838	3.59223	253	92	88	62	0.170397
21.0667	0	4195	73.0838	3.59223	253	92	88	62	0.170397
21.1	0	4195	73.0838	3.59223	253	92	88	62	0.170397
21.1333	0	4189	73.0315	3.58966	252	92	88	62	0.170792
21.1667	0	4189	73.0315	3.58966	252	92	88	62	0.170792
21.2	0	4189	73.0315	3.58966	252	92	88	62	0.170792
21.2333	0	4210	73.2144	3.59864	252	93	88	61	0.170229
21.2667	0	4217	73.2752	3.60163	252	93	88	61	0.17005
21.3	0	4051	71.8185	3.53003	253	92	87	58	0.172383
21.3333	0	4051	71.8185	3.53003	253	92	87	58	0.172383
21.3667	0	4051	71.8185	3.53003	253	92	87	58	0.172383
21.4	0	4051	71.8185	3.53003	253	92	87	58	0.172383
21.4333	0	4209	73.2057	3.59821	253	92	87	60	0.169531
21.4667	0	4208	73.197	3.59779	253	92	87	60	0.169547
21.5	0	4208	73.197	3.59779	253	92	87	60	0.169547
21.5333	0	4097	72.2251	3.55002	253	91	89	57	0.173886
21.5667	0	4096	72.2163	3.54958	253	91	89	57	0.173856
21.6	0	4096	72.2163	3.54958	253	91	89	57	0.173856
21.6333	0	4239	73.4661	3.61101	253	92	89	61	0.170783
21.6667	0	4249	73.5527	3.61527	253	92	89	61	0.170546
21.7	0	4249	73.5527	3.61527	253	92	89	61	0.170546
21.7333	0	4225	73.3447	3.60505	252	91	88	62	0.170312
21.7667	0	4225	73.3447	3.60505	252	91	88	62	0.170312
21.8	0	4225	73.3447	3.60505	252	91	88	62	0.170312
21.8333	0	4325	74.2076	3.64746	252	91	90	63	0.170099
21.8667	0	4305	74.0358	3.63902	252	91	90	63	0.170635
21.9	0	4305	74.0358	3.63902	252	91	90	63	0.170635
21.9333	0	4406	74.8993	3.68146	252	91	91	63	0.171114
21.9667	0	4406	74.8993	3.68146	252	91	91	63	0.171114
22	0	4406	74.8993	3.68146	252	91	91	63	0.171114
22.0333	0	4351	74.4303	3.65841	253	91	91	61	0.172751
22.0667	0	4351	74.4303	3.65841	253	91	91	61	0.172751
22.1	0	4351	74.4303	3.65841	253	91	91	61	0.172751
22.1333	0	4386	74.7291	3.67309	253	91	90	63	0.170366
22.1667	0	4386	74.7291	3.67309	253	91	90	63	0.170366
22.2	0	4386	74.7291	3.67309	253	91	90	63	0.170366
22.2333	0	4339	74.3276	3.65336	253	91	91	63	0.171911
22.2667	0	4339	74.3276	3.65336	253	91	91	63	0.171911
22.3	0	4339	74.3276	3.65336	253	91	91	63	0.171911
22.3333	0	4351	74.4303	3.65841	253	91	90	63	0.171832
22.3667	0	4348	74.4046	3.65715	253	91	90	63	0.171875
22.4	0	4546	76.0799	3.73949	253	92	92	64	0.169838
22.4333	0	4533	75.971	3.73414	253	92	92	64	0.170093
22.4667	0	4533	75.971	3.73414	253	92	92	64	0.170093
22.5	0	4533	75.971	3.73414	253	92	92	64	0.170093
22.5333	0	4595	76.4888	3.75959	253	92	93	64	0.170521
22.5667	0	4595	76.4888	3.75959	253	92	93	64	0.170521
22.6	0	4595	76.4888	3.75959	253	92	93	64	0.170521
22.6333	0	4726	77.5715	3.8128	253	92	93	65	0.169539
22.6667	0	4727	77.5797	3.81321	253	92	93	65	0.169562
22.7	0	4727	77.5797	3.81321	253	92	93	65	0.169562
22.7333	0	4749	77.76	3.82207	253	92	93	67	0.169294
22.7667	0	4749	77.76	3.82207	253	92	93	67	0.169294
22.8	0	4749	77.76	3.82207	253	92	93	67	0.169294
22.8333	0	4697	77.3331	3.80109	252	91	94	65	0.171297
22.8667	0	4698	77.3414	3.80149	252	91	94	65	0.171284
22.9	0	4698	77.3414	3.80149	252	91	94	65	0.171284
22.9333	0	4746	77.7354	3.82086	253	92	93	67	0.169422
22.9667	0	4745	77.7273	3.82046	253	92	93	67	0.169435
23	0	4745	77.7273	3.82046	253	92	93	67	0.169435
23.0333	0	4745	77.7273	3.82046	253	92	95	66	0.170754
23.0667	0	4746	77.7354	3.82086	253	92	95	66	0.170778
23.1	0	4743	77.7109	3.81965	253	92	94	64	0.170887
23.1333	0	4743	77.7109	3.81965	253	92	94	64	0.170887
23.1667	0	4743	77.7109	3.81965	253	92	94	64	0.170887
23.2	0	4743	77.7109	3.81965	253	92	94	64	0.170887
23.2333	0	4786	78.0623	3.83693	253	92	95	67	0.170082
23.2667	0	4785	78.0542	3.83653	253	92	95	67	0.170102
23.3	0	4785	78.0542	3.83653	253	92	95	67	0.170102
23.3333	0	4699	77.3496	3.8019	253	92	94	65	0.171386
23.3667	0	4699	77.3496	3.8019	253	92	94	65	0.171386
23.4	0	4699	77.3496	3.8019	253	92	94	65	0.171386
23.4333	0	4699	77.3496	3.8019	253	92	94	65	0.171386
23.4667	0	4798	78.1601	3.84174	253	92	94	67	0.169865
23.5	0	4822	78.3554	3.85133	254	92	94	67	0.169839
23.5333	0	4646	76.9121	3.78039	253	91	94	62	0.173234
23.5667	0	4646	76.9121	3.78039	253	91	94	62	0.173234
23.6	0	4923	79.1717	3.89146	255	92	96	67	0.170134
23.6333	0	4921	79.1557	3.89067	255	92	96	67	0.170133
23.6667	0	4921	79.1557	3.89067	255	92	96	67	0.170133
23.7	0	4921	79.1557	3.89067	255	92	96	67	0.170133
23.7333	0	4773	77.9563	3.83172	255	92	94	67	0.169984
23.7667	0	4773	77.9563	3.83172	255	92	94	67	0.169984
23.8	0	4773	77.9563	3.83172	255	92	94	67	0.169984
23.8333	0	4710	77.4401	3.80634	255	92	94	67	0.169935
23.8667	0	4710	77.4401	3.80634	255	92	94	67	0.169935
23.9	0	4559	76.1886	3.74483	255	92	92	65	0.170064
23.9333	0	4559	76.1886	3.74483	255	92	92	65	0.170049
23.9667	0	4559	76.1886	3.74483	255	92	92	65	0.170049
24	0	4559	76.1886	3.74483	255	92	92	65	0.170049
24.0333	0	4426	75.0691	3.6898	256	92	91	63	0.170965
24.0667	0	4426	75.0691	3.6898	256	92	91	63	0.170965
24.1	0	4426	75.0691	3.6898	256	92	91	63	0.170965
24.1333	0	4351	74.4303	3.65841	255	92	91	61	0.171696
24.1667	0	4351	74.4303	3.65841	255	92	91	61	0.171696
24.2	0	4351	74.4303	3.65841	255	92	91	61	0.171696
24.2333	0	4309	74.0702	3.64071	255	92	90	62	0.171048
24.2667	0	4309	74.0702	3.64071	255	92	90	62	0.171048
24.3	0	4309	74.0702	3.64071	255	92	90	62	0.171048
24.3333	0	4271	73.7429	3.62462	255	91	90	61	0.171757
24.3667	0	4271	73.7429	3.62462	255	91	90	61	0.171757
24.4	0	4271	73.7429	3.62462	255	91	90	61	0.171757
24.4333	0	4391	74.7716	3.67519	255	92	90	63	0.170359
24.4667	0	4395	74.8057	3.67686	255	92	90	63	0.170268
24.5	0	4536	75.9962	3.73537	255	92	92	65	0.169869
24.5333	0	4535	75.9878	3.73496	255	92	92	65	0.169849
24.5667	0	4535	75.9878	3.73496	255	92	92	65	0.169849
24.6	0	4535	75.9878	3.73496	255	92	92	65	0.169849
24.6333	0	4486	75.5762	3.71473	255	92	92	62	0.170847
24.6667	0	4479	75.5172	3.71183	255	92	92	62	0.170919
24.7	0	4479	75.5172	3.71183	255	92	92	62	0.170919
24.7333	0	4491	75.6183	3.7168	255	92	91	63	0.170242
24.7667	0	4491	75.6183	3.7168	255	92	91	63	0.170242
24.8	0	4491	75.6183	3.7168	255	92	91	63	0.170242
24.8333	0	4504	75.7276	3.72217	256	92	92	63	0.170743
24.8667	0	4504	75.7276	3.72217	256	92	92	63	0.170743
24.9	0	4504	75.7276	3.72217	256	92	92	63	0.170743
24.9333	0	4585	76.4056	3.7555	257	92	92	65	0.169908
24.9667	0	4585	76.4056	3.7555	257	92	92	65	0.169908
25	0	4606	76.5803	3.76409	257	92	92	64	0.169765
25.0333	0	4583	76.3889	3.75468	257	92	92	65	0.170191
25.0667	0	4578	76.3472	3.75263	257	92	92	65	0.170307
25.1	0	4578	76.3472	3.75263	257	92	92	65	0.170307
25.1333	0	4547	76.0883	3.7399	257	92	92	63	0.170367
25.1667	0	4548	76.0966	3.74031	257	92	92	63	0.170394
25.2	0	4548	76.0966	3.74031	257	92	92	63	0.170394
25.2333	0	4516	75.8285	3.72713	257	92	92	63	0.170969
25.2667	0	4516	75.8285	3.72713	257	92	92	63	0.170969
25.3	0	4516	75.8285	3.72713	257	92	92	63	0.170969
25.3333	0	4493	75.6351	3.71763	257	91	92	62	0.172309
25.3667	0	4492	75.6267	3.71721	257	91	92	62	0.172338
25.4	0	4492	75.6267	3.71721	257	91	92	62	0.172338
25.4333	0	4602	76.5471	3.76245	257	93	92	66	0.170099
25.4667	0	4603	76.5554	3.76286	257	93	92	66	0.170121
25.5	0	4603	76.5554	3.76286	257	93	92	66	0.170121
25.5333	0	4588	76.4305	3.75672	257	92	92	64	0.170673
25.5667	0	4588	76.4305	3.75672	257	92	92	64	0.170673
25.6	0	4575	76.3222	3.7514	258	92	92	64	0.170754
25.6333	0	4575	76.3222	3.7514	258	92	92	64	0.170754
25.6667	0	4575	76.3222	3.7514	258	92	92	64	0.170754
25.7	0	4575	76.3222	3.7514	258	92	92	64	0.170754
25.7333	0	4585	76.4056	3.7555	258	92	93	64	0.171471
25.7667	0	4584	76.3972	3.75509	258	92	93	64	0.17146
25.8	0	4584	76.3972	3.75509	258	92	93	64	0.17146
25.8333	0	4503	75.7192	3.72176	258	92	93	62	0.172372
25.8667	0	4503	75.7192	3.72176	258	92	93	62	0.172372
25.9	0	4503	75.7192	3.72176	258	92	93	62	0.172372
25.9333	0	4356	74.4731	3.66051	258	92	91	62	0.172296
25.9667	0	4357	74.4816	3.66093	258	92	91	62	0.172277
26	0	4357	74.4816	3.66093	258	92	91	62	0.172277
26.0333	0	4317	74.1389	3.64409	258	92	90	62	0.172223
26.0667	0	4318	74.1475	3.64451	258	92	90	62	0.172194
26.1	0	4318	74.1475	3.64451	258	92	90	62	0.172194
26.1333	0	4337	74.3105	3.65252	259	92	90	62	0.17168
26.1667	0	4337	74.3105	3.65252	259	92	90	62	0.17168
26.2	0	4337	74.3105	3.65252	259	92	90	62	0.17168
26.2333	0	4273	73.7601	3.62547	259	91	91	60	0.173583
26.2667	0	4273	73.7601	3.62547	259	91	91	60	0.173583
26.3	0	4273	73.7601	3.62547	259	91	91	60	0.173583
26.3333	0	4432	75.1199	3.6923	258	92	91	63	0.170684
26.3667	0	4432	75.1199	3.6923	258	92	91	63	0.170733
26.4	0	4432	75.1199	3.6923	258	92	91	63	0.170733
26.4333	0	4370	74.5926	3.66639	258	91	92	62	0.173051
26.4667	0	4373	74.6182	3.66764	258	91	92	62	0.173129
26.5	0	4373	74.6182	3.66764	258	91	92	62	0.173129
26.5333	0	4507	75.7529	3.72341	259	92	91	64	0.169801
26.5667	0	4508	75.7613	3.72383	259	92	91	64	0.169873
26.6	0	4508	75.7613	3.72383	259	92	91	64	0.169873
26.6333	0	4516	75.8285	3.72713	259	92	92	64	0.170714
26.6667	0	4516	75.8285	3.72713	259	92	92	64	0.170714
26.7	0	4516	75.8285	3.72713	259	92	92	64	0.170714
26.7333	0	4674	77.1435	3.79177	259	92	94	65	0.170633
26.7667	0	4673	77.1353	3.79136	259	92	94	65	0.170683
26.8	0	4673	77.1353	3.79136	259	92	94	65	0.170683
26.8333	0	4757	77.8255	3.82529	258	91	95	65	0.171583
26.8667	0	4757	77.8255	3.82529	258	91	95	65	0.171583
26.9	0	4757	77.8255	3.82529	258	91	95	65	0.171583
26.9333	0	4859	78.6554	3.86608	258	91	96	67	0.172066
26.9667	0	4859	78.6554	3.86608	258	91	96	67	0.172066
27	0	4859	78.6554	3.86608	258	91	96	67	0.172066
27.0333	0	4859	78.6554	3.86608	258	91	96	67	0.172066
27.0667	0	4892	78.9221	3.87919	259	91	97	65	0.172847
27.1	0	4892	78.9221	3.87919	259	91	97	65	0.172847
27.1333	0	4900	78.9866	3.88236	259	92	97	67	0.172091
27.1667	0	4900	78.9866	3.88236	259	92	97	67	0.172091
27.2	0	4900	78.9866	3.88236	259	92	97	67	0.172091
27.2333	0	4748	77.7518	3.82167	259	92	95	63	0.172878
27.2667	0	4747	77.7436	3.82127	259	92	95	63	0.172888
27.3	0	4747	77.7436	3.82127	259	92	95	63	0.172888
27.3333	0	4747	77.7436	3.82127	259	92	95	63	0.172888
27.3667	0	4854	78.6149	3.86409	259	93	94	67	0.169084
27.4	0	4854	78.6149	3.86409	259	93	94	67	0.169084
27.4333	0	4578	76.3472	3.75263	259	92	94	63	0.17355
27.4667	0	4578	76.3472	3.75263	259	92	94	63	0.17355
27.5	0	4578	76.3472	3.75263	259	92	94	63	0.17355
27.5333	0	4631	76.7879	3.77429	262	91	93	66	0.171351
27.5667	0	4631	76.7879	3.77429	262	91	93	66	0.171315
27.6	0	4631	76.7879	3.77429	262	91	93	66	0.171315
27.6333	0	4679	77.1848	3.7938	262	91	94	65	0.170988
27.6667	0	4680	77.193	3.7942	262	91	94	65	0.170977
27.7	0	4680	77.193	3.7942	262	91	94	65	0.170977
27.7333	0	4618	76.68	3.76899	262	91	93	64	0.17091
27.7667	0	4618	76.68	3.76899	262	91	93	64	0.17091
27.8	0	4618	76.68	3.76899	262	91	93	64	0.17091
27.8333	0	4524	75.8956	3.73043	261	91	92	64	0.170584
27.8667	0	4514	75.8117	3.7263	261	91	92	64	0.170859
27.9	0	4514	75.8117	3.7263	261	91	92	64	0.170859
27.9333	0	4497	75.6688	3.71928	261	90	91	65	0.169865
27.9667	0	4497	75.6688	3.71928	261	90	91	65	0.169865
28	0	4497	75.6688	3.71928	261	90	91	65	0.169865
28.0333	0	4515	75.8201	3.72672	261	90	92	62	0.171961
28.0667	0	4515	75.8201	3.72672	261	90	92	62	0.171961
28.1	0	4515	75.8201	3.72672	261	90	92	62	0.171961
28.1333	0	4636	76.8293	3.77632	261	91	93	65	0.17073
28.1667	0	4636	76.8293	3.77632	261	91	93	65	0.17073
28.2	0	4636	76.8293	3.77632	261	91	93	65	0.17073
28.2333	0	4571	76.2888	3.74976	261	90	94	62	0.173214
28.2667	0	4570	76.2805	3.74935	261	90	94	62	0.173244
28.3	0	4570	76.2805	3.74935	261	90	94	62	0.173244
28.3333	0	4806	78.2253	3.84494	261	91	94	65	0.169808
28.3667	0	4807	78.2334	3.84534	261	91	94	65	0.169795
28.4	0	4807	78.2334	3.84534	261	91	94	65	0.169795
28.4333	0	4626	76.7464	3.77225	262	91	95	61	0.174855
28.4667	0	4626	76.7464	3.77225	262	91	95	61	0.174855
28.5	0	4626	76.7464	3.77225	262	91	95	61	0.174855
28.5333	0	4712	77.4565	3.80715	261	91	94	65	0.170549
28.5667	0	4718	77.5058	3.80957	261	91	94	65	0.170537
28.6	0	4718	77.5058	3.80957	261	91	94	65	0.170537
28.6333	0	4611	76.6219	3.76613	261	91	92	65	0.169665
28.6667	0	4611	76.6219	3.76613	261	91	92	65	0.169668
28.7	0	4611	76.6219	3.76613	261	91	92	65	0.169668
28.7333	0	4531	75.9543	3.73331	261	91	92	64	0.170146
