file_name,observer_name,type_grating,spatial_frequency,contrast_level,rgb_min,rgb_max,scase1_reversals,scase2_reversals
mj SCSF 17.txt,mj,Equiluminance,0.631,100.0,"[0, 211, 0]","[700, 0, 0]","[12.589, 50.118, 1.5848, 2.2387, 1.122, 2.2387, 1.122, 1.5848, 0.28183, 0.3981, 0.19952, 1.122]","[0.79432, 3.1622, 1.122, 1.5848, 1.122, 1.5848, 1.122, 2.2387, 1.122, 1.5848, 1.122, 1.5848]"
kh SCSF 67.txt,kh,Equiluminance,1.585,100.0,"[0, 0]","[705, 0, 0]","[50.118, 12.589, 25.118, 17.782, 35.481, 25.118, 35.481, 25.118, 35.481, 25.118, 35.481, 17.782]","[50.118, 12.589, 35.481, 17.782, 35.481, 25.118, 35.481, 17.782, 35.481, 25.118, 35.481, 25.118]"
mj SCSF 73.txt,mj,Compound,0.398,100.0,"[0, 0, 0]","[700, 211, 0]","[6.3095, 25.118, 1.5848, 2.2387, 0.56234, 0.79432, 0.3981, 0.79432, 0.56234, 0.79432, 0.3981, 0.79432]","[3.1622, 12.589, 6.3095, 8.9125, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 1.122, 0.56234, 1.122]"
re SCSF 198.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[1000, 152, 0]","[1.5848, 3.1622, 1.122, 2.2387, 1.5848, 2.2387, 1.122, 3.1622, 1.122, 1.5848, 1.122, 2.2387]","[1.5848, 12.589, 1.5848, 2.2387, 1.122, 1.5848, 1.122, 2.2387, 1.5848, 4.4668, 3.1622, 4.4668]"
re SCSF 153.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.79432, 3.1622, 2.2387, 4.4668, 3.1622, 8.9125, 1.122, 2.2387, 0.79432, 1.122, 0.79432, 1.5848]","[1.5848, 6.3095, 3.1622, 4.4668, 3.1622, 6.3095, 2.2387, 4.4668, 1.5848, 3.1622, 1.122, 1.5848]"
re SCSF 83.txt,re,Compound,0.1,100.0,"[0, 0, 0]","[705, 107, 0]","[0.3981, 0.79432, 0.28183, 0.79432, 0.3981, 0.79432, 0.28183, 0.79432, 0.28183, 0.79432, 0.3981, 0.56234]","[0.3981, 0.79432, 0.3981, 0.56234, 0.28183, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234, 0.3981, 1.122]"
kh SCSF 64.txt,kh,Compound,0.631,100.0,"[0, 0, 0]","[705, 200, 0]","[12.589, 25.118, 3.1622, 4.4668, 2.2387, 3.1622, 2.2387, 3.1622, 2.2387, 3.1622, 2.2387, 3.1622]","[50.118, 6.3095, 8.9125, 4.4668, 8.9125, 4.4668, 8.9125, 6.3095, 8.9125, 3.1622, 6.3095, 3.1622]"
re SCSF 48.txt,re,Compound,0.158,100.0,"[0, 0, 0]","[705, 107, 0]","[0.19952, 1.5848, 0.3981, 0.79432, 0.3981, 0.79432, 0.3981, 0.56234, 0.28183, 0.56234, 0.3981, 0.79432]","[0.3981, 0.79432, 0.28183, 0.79432, 0.3981, 1.122, 0.79432, 1.122, 0.56234, 1.122, 0.56234, 1.122]"
re SCSF 171.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.79432, 3.1622, 2.2387, 3.1622, 2.2387, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 3.1622]","[1.5848, 3.1622, 2.2387, 6.3095, 2.2387, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387]"
re SCSF 32.txt,re,Equiluminance,0.398,100.0,"[0, 107, 0]","[705, 0, 0]","[1.5848, 6.3095, 3.1622, 6.3095, 3.1622, 4.4668, 3.1622, 4.4668, 2.2387, 4.4668, 3.1622, 4.4668]","[0.79432, 3.1622, 2.2387, 3.1622, 2.2387, 3.1622, 1.5848, 3.1622, 1.5848, 2.2387, 1.122, 3.1622]"
re SCSF 160.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[1000, 152, 0]","[12.589, 50.118, 35.481, 50.118, 35.481, 10.0, 70.794, 10.0, 50.118, 10.0, 70.794, 10.0]","[6.3095, 12.589, 8.9125, 10.0, 70.794, 10.0, 35.481, 10.0, 8.9125, 12.589, 8.9125, 12.589]"
mj SCSF 48.txt,mj,Luminance,0.631,100.0,"[0, 0, 0]","[700, 211, 0]","[50.118, 0.79432, 1.122, 0.56234, 1.122, 0.79432, 1.122, 0.79432, 1.5848, 0.79432, 1.122, 0.79432]","[3.1622, 6.3095, 0.56234, 1.122, 0.56234, 1.122, 0.56234, 0.79432, 0.56234, 1.5848, 1.122, 1.5848]"
kh SCSF 35.txt,kh,Luminance,0.158,100.0,"[0, 0, 0]","[705, 0]","[0.79432, 1.5848, 0.79432, 1.5848, 1.122, 1.5848, 0.3981, 1.122, 0.79432, 1.122, 0.79432, 1.122]","[50.118, 0.3981, 1.122, 0.79432, 1.5848, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.122, 0.79432]"
re SCSF 78.txt,re,Luminance,0.1,100.0,"[0, 0, 0]","[705, 107, 0]","[1.5848, 6.3095, 1.5848, 3.1622, 2.2387, 3.1622, 1.5848, 3.1622, 1.5848, 2.2387, 1.122, 1.5848]","[0.3981, 1.5848, 1.122, 4.4668, 1.122, 4.4668, 2.2387, 4.4668, 1.5848, 4.4668, 2.2387, 3.1622]"
kh SCSF 96.txt,kh,Compound,0.251,100.0,"[0, 0, 0]","[705, 200, 0]","[0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.19952, 0.28183, 0.14125, 0.28183, 0.19952, 0.28183]","[0.19952, 0.79432, 0.28183, 0.79432, 0.3981, 0.79432, 0.19952, 0.28183, 0.19952, 0.28183, 0.19952, 0.28183]"
mj SCSF 20.txt,mj,Equiluminance,1.0,100.0,"[0, 211, 0]","[700, 0, 0]","[0.79432, 3.1622, 0.79432, 1.5848, 0.79432, 2.2387, 0.28183, 1.5848, 0.79432, 1.122, 0.79432, 2.2387]","[3.1622, 6.3095, 1.122, 2.2387, 1.122, 1.5848, 1.122, 3.1622, 2.2387, 4.4668, 3.1622, 4.4668]"
re SCSF 46.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[705, 107, 0]","[0.79432, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 3.1622, 1.5848, 4.4668]","[50.118, 3.1622, 4.4668, 3.1622, 4.4668, 1.5848, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848]"
mj SCSF 81.txt,mj,Equiluminance,1.585,100.0,"[0, 211, 0]","[700, 0, 0]","[12.589, 25.118, 17.782, 25.118, 17.782, 50.118, 12.589, 17.782, 12.589, 35.481, 25.118, 35.481]","[25.118, 50.118, 12.589, 50.118, 25.118, 35.481, 17.782, 25.118, 17.782, 35.481, 25.118, 35.481]"
re SCSF 122.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[1000, 152, 0]","[1.5848, 3.1622, 1.122, 1.5848, 1.122, 1.5848, 1.122, 2.2387, 1.5848, 2.2387, 1.5848, 4.4668]","[1.5848, 3.1622, 1.5848, 3.1622, 1.122, 1.5848, 0.56234, 1.122, 0.79432, 1.5848, 1.122, 1.5848]"
re SCSF 17.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[705, 107, 0]","[0.19952, 1.5848, 0.79432, 1.5848, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.122]","[0.79432, 1.5848, 1.122, 1.5848, 0.28183, 0.3981, 0.19952, 0.79432, 0.56234, 0.79432, 0.3981, 0.79432]"
re SCSF 101.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[705, 107, 0]","[0.0, 0.79432, 0.3981, 1.122, 0.79432, 1.122, 0.79432, 6.3095, 1.122, 4.4668, 3.1622, 6.3095]","[0.79432, 1.5848, 1.122, 2.2387, 1.5848, 3.1622, 2.2387, 3.1622, 2.2387, 4.4668, 2.2387, 3.1622]"
mj SCSF 18.txt,mj,Equiluminance,0.1,100.0,"[0, 211, 0]","[700, 0, 0]","[6.3095, 12.589, 4.4668, 6.3095, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 3.1622, 1.122, 1.5848]","[0.79432, 1.5848, 0.79432, 1.5848, 1.122, 1.5848, 1.122, 1.5848, 1.122, 1.5848, 0.79432, 1.5848]"
re SCSF 38.txt,re,Luminance,0.158,100.0,"[0, 0, 0]","[705, 107, 0]","[6.3095, 25.118, 1.122, 1.5848, 0.56234, 0.79432, 0.56234, 1.122, 0.79432, 1.5848, 0.79432, 1.122]","[0.79432, 1.5848, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.5848, 0.79432, 1.5848]"
re SCSF 155.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[1000, 152, 0]","[50.118, 12.589, 25.118, 12.589, 17.782, 6.3095, 8.9125, 6.3095, 8.9125, 2.2387, 3.1622, 2.2387]","[3.1622, 6.3095, 1.5848, 3.1622, 1.122, 1.5848, 0.79432, 1.5848, 1.122, 2.2387, 1.122, 3.1622]"
kh SCSF 49.txt,kh,Compound,0.1,100.0,"[0, 0, 0]","[705, 200, 0]","[0.3981, 0.79432, 0.56234, 0.79432, 0.3981, 0.56234, 0.14125, 0.19952, 0.14125, 0.3981, 0.28183, 0.79432]","[0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 1.122, 0.3981, 0.79432, 0.56234, 0.79432]"
re SCSF 39.txt,re,Luminance,0.1,100.0,"[0, 0, 0]","[705, 107, 0]","[1.5848, 3.1622, 1.122, 3.1622, 1.122, 2.2387, 0.79432, 1.122, 0.3981, 0.79432, 0.3981, 1.5848]","[0.79432, 1.5848, 0.3981, 1.5848, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.5848]"
re SCSF 24.txt,re,Compound,0.251,100.0,"[0, 0, 0]","[705, 107, 0]","[12.589, 25.118, 0.3981, 0.56234, 0.28183, 0.3981, 0.28183, 0.3981, 0.28183, 0.3981, 0.28183, 0.3981]","[12.589, 25.118, 0.56234, 0.79432, 0.3981, 0.56234, 0.14125, 0.19952, 0.14125, 0.56234, 0.28183, 0.56234]"
kh SCSF 20.txt,kh,Compound,0.251,100.0,"[0, 0, 0]","[705, 200, 0]","[50.118, 0.3981, 0.56234, 0.3981, 0.56234, 0.28183, 0.56234, 0.19952, 0.28183, 0.14125, 0.56234, 0.3981]","[0.3981, 0.79432, 0.28183, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234, 0.28183, 0.56234, 0.28183, 0.3981]"
re SCSF 6.txt,re,Luminance,1.0,100.0,"[0, 0, 0]","[705, 107, 0]","[1.5848, 3.1622, 0.79432, 1.5848, 1.122, 1.5848, 1.122, 1.5848, 0.56234, 1.5848, 1.122, 1.5848]","[0.79432, 1.5848, 1.122, 1.5848, 0.56234, 1.122, 0.56234, 2.2387, 1.122, 3.1622, 0.79432, 1.122]"
re SCSF 45.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[705, 107, 0]","[3.1622, 6.3095, 1.5848, 2.2387, 1.5848, 3.1622, 2.2387, 4.4668, 2.2387, 3.1622, 2.2387, 4.4668]","[3.1622, 6.3095, 2.2387, 3.1622, 1.122, 1.5848, 0.56234, 0.79432, 0.56234, 1.122, 0.56234, 4.4668]"
re SCSF 191.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[1000, 152, 0]","[3.1622, 25.118, 2.2387, 4.4668, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 2.2387, 1.5848, 3.1622]","[6.3095, 12.589, 3.1622, 6.3095, 2.2387, 3.1622, 1.122, 1.5848, 0.79432, 3.1622, 2.2387, 3.1622]"
re SCSF 82.txt,re,Compound,0.0398,100.0,"[0, 0, 0]","[705, 107, 0]","[0.3981, 1.5848, 0.3981, 0.56234, 0.3981, 0.56234, 0.28183, 0.79432, 0.3981, 1.122, 0.28183, 0.3981]","[0.79432, 1.5848, 0.56234, 0.79432, 0.3981, 0.79432, 0.3981, 0.56234, 0.28183, 0.56234, 0.3981, 0.56234]"
re SCSF 96.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[705, 107, 0]","[0.79432, 1.5848, 1.122, 2.2387, 1.5848, 2.2387, 0.79432, 3.1622, 1.122, 1.5848, 0.56234, 1.5848]","[1.5848, 3.1622, 1.5848, 3.1622, 2.2387, 3.1622, 2.2387, 6.3095, 4.4668, 6.3095, 4.4668, 6.3095]"
re SCSF 8.txt,re,Equiluminance,0.251,100.0,"[0, 107, 0]","[705, 0, 0]","[0.79432, 1.5848, 0.56234, 0.79432, 0.3981, 0.79432, 0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 2.2387]","[0.3981, 1.5848, 0.79432, 1.5848, 0.56234, 1.122, 0.56234, 0.79432, 0.56234, 1.122, 0.79432, 1.122]"
mj SCSF 31.txt,mj,Compound,0.158,100.0,"[0, 0, 0]","[700, 211, 0]","[0.19952, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.28183, 0.3981, 0.28183, 1.122, 0.56234, 0.79432]","[1.5848, 3.1622, 0.79432, 1.122, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 1.122]"
re SCSF 156.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[1000, 152, 0]","[12.589, 25.118, 0.79432, 2.2387, 1.5848, 2.2387, 1.122, 1.5848, 0.79432, 3.1622, 1.5848, 3.1622]","[1.5848, 12.589, 1.122, 3.1622, 1.122, 1.5848, 0.79432, 1.122, 0.79432, 2.2387, 1.5848, 2.2387]"
re SCSF 60.txt,re,Equiluminance,1.0,100.0,"[0, 107, 0]","[705, 0, 0]","[12.589, 25.118, 8.9125, 12.589, 4.4668, 6.3095, 3.1622, 4.4668, 3.1622, 4.4668, 3.1622, 8.9125]","[3.1622, 12.589, 8.9125, 17.782, 12.589, 17.782, 8.9125, 12.589, 8.9125, 17.782, 12.589, 25.118]"
kh SCSF 52.txt,kh,Compound,0.251,100.0,"[0, 0, 0]","[705, 200, 0]","[50.118, 0.3981, 0.56234, 0.3981, 0.56234, 0.28183, 0.56234, 0.19952, 0.28183, 0.19952, 0.79432, 0.56234]","[0.3981, 0.79432, 0.3981, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234, 0.28183, 0.3981, 0.28183, 1.122]"
re SCSF 68.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[705, 107, 0]","[3.1622, 6.3095, 4.4668, 6.3095, 1.122, 1.5848, 1.122, 1.5848, 1.122, 3.1622, 2.2387, 3.1622]","[0.79432, 1.5848, 1.122, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387, 1.122, 1.5848]"
re SCSF 204.txt,re,Compound,0.251,100.0,"[0, 0, 0]","[705, 107, 0]","[50.118, 0.3981, 2.2387, 1.5848, 3.1622, 2.2387, 3.1622, 1.122, 3.1622, 0.79432, 1.5848, 0.79432]","[1.5848, 3.1622, 2.2387, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 3.1622]"
re SCSF 113.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.79432, 3.1622, 1.122, 2.2387, 1.122, 3.1622, 2.2387, 4.4668, 1.122, 1.5848, 1.122, 2.2387]","[1.5848, 6.3095, 4.4668, 6.3095, 1.5848, 4.4668, 2.2387, 3.1622, 1.5848, 2.2387, 1.122, 3.1622]"
re SCSF 81.txt,re,Compound,0.158,100.0,"[0, 0, 0]","[705, 107, 0]","[0.3981, 1.5848, 0.28183, 0.79432, 0.56234, 1.122, 0.56234, 0.79432, 0.28183, 0.56234, 0.28183, 0.56234]","[0.3981, 0.79432, 0.19952, 1.122, 0.56234, 0.79432, 0.28183, 0.3981, 0.28183, 0.56234, 0.3981, 0.79432]"
mj SCSF 9.txt,mj,Luminance,0.0398,100.0,"[0, 0, 0]","[700, 211, 0]","[3.1622, 6.3095, 3.1622, 4.4668, 3.1622, 4.4668, 2.2387, 4.4668, 3.1622, 8.9125, 4.4668, 8.9125]","[1.5848, 6.3095, 4.4668, 12.589, 4.4668, 17.782, 4.4668, 6.3095, 3.1622, 8.9125, 4.4668, 6.3095]"
mj SCSF 8.txt,mj,Luminance,0.158,100.0,"[0, 0, 0]","[700, 211, 0]","[0.3981, 1.5848, 1.122, 1.5848, 1.122, 2.2387, 1.5848, 3.1622, 1.5848, 6.3095, 4.4668, 6.3095]","[1.5848, 6.3095, 1.5848, 3.1622, 0.79432, 3.1622, 1.5848, 4.4668, 2.2387, 3.1622, 2.2387, 3.1622]"
re SCSF 41.txt,re,Luminance,0.631,100.0,"[0, 0, 0]","[705, 107, 0]","[0.79432, 1.5848, 1.122, 1.5848, 1.122, 3.1622, 0.56234, 0.79432, 0.56234, 2.2387, 1.5848, 3.1622]","[1.5848, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 3.1622, 1.5848, 2.2387, 1.122, 2.2387]"
re SCSF 19.txt,re,Compound,0.251,100.0,"[0, 0, 0]","[705, 107, 0]","[0.3981, 0.79432, 0.28183, 0.3981, 0.28183, 0.3981, 0.19952, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234]","[0.0, 0.3981, 0.19952, 0.28183, 0.19952, 0.3981, 0.19952, 0.3981, 0.14125, 0.3981, 0.28183, 0.3981]"
re SCSF 28.txt,re,Compound,0.158,100.0,"[0, 0, 0]","[705, 107, 0]","[0.19952, 0.3981, 0.28183, 0.56234, 0.28183, 0.56234, 0.19952, 0.28183, 0.19952, 0.56234, 0.28183, 0.56234]","[0.0, 0.3981, 0.14125, 0.19952, 0.14125, 0.19952, 0.0, 0.14125, 0.0, 0.3981, 0.19952, 1.122]"
re SCSF 92.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[705, 107, 0]","[6.3095, 12.589, 2.2387, 3.1622, 2.2387, 6.3095, 2.2387, 3.1622, 1.5848, 3.1622, 2.2387, 4.4668]","[3.1622, 6.3095, 3.1622, 6.3095, 3.1622, 4.4668, 2.2387, 4.4668, 1.5848, 2.2387, 0.79432, 1.122]"
kh SCSF 57.txt,kh,Luminance,0.631,100.0,"[0, 0, 0]","[705, 0]","[3.1622, 6.3095, 2.2387, 3.1622, 2.2387, 3.1622, 1.122, 1.5848, 0.79432, 1.122, 0.56234, 0.79432]","[12.589, 25.118, 3.1622, 4.4668, 1.5848, 2.2387, 1.122, 2.2387, 1.5848, 2.2387, 1.122, 1.5848]"
re SCSF 100.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[705, 107, 0]","[3.1622, 6.3095, 3.1622, 4.4668, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 1.122]","[1.5848, 6.3095, 2.2387, 3.1622, 1.122, 1.5848, 0.79432, 1.5848, 1.122, 3.1622, 1.5848, 2.2387]"
kh SCSF 51.txt,kh,Compound,0.631,100.0,"[0, 0, 0]","[705, 200, 0]","[6.3095, 25.118, 2.2387, 3.1622, 2.2387, 3.1622, 1.5848, 6.3095, 3.1622, 4.4668, 1.5848, 2.2387]","[1.5848, 3.1622, 1.5848, 2.2387, 1.122, 2.2387, 1.5848, 6.3095, 3.1622, 6.3095, 4.4668, 6.3095]"
re SCSF 135.txt,re,Compound,0.251,100.0,"[0, 0, 0]","[1000, 152, 0]","[1.5848, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387, 0.79432, 1.5848]","[0.79432, 1.5848, 0.79432, 2.2387, 0.79432, 2.2387, 1.122, 2.2387, 0.79432, 1.122, 0.79432, 1.5848]"
re SCSF 85.txt,re,Compound,0.1,100.0,"[0, 0, 0]","[705, 107, 0]","[0.0, 0.3981, 0.0, 0.14125, 0.0, 0.14125, 0.0, 0.3981, 0.28183, 0.56234, 0.14125, 0.3981]","[6.3095, 12.589, 0.79432, 1.122, 0.3981, 0.56234, 0.3981, 0.56234, 0.28183, 0.3981, 0.28183, 0.3981]"
re SCSF 205.txt,re,Compound,0.398,100.0,"[0, 0, 0]","[705, 107, 0]","[3.1622, 6.3095, 4.4668, 6.3095, 3.1622, 4.4668, 3.1622, 4.4668, 1.5848, 3.1622, 1.122, 3.1622]","[12.589, 50.118, 3.1622, 4.4668, 1.5848, 2.2387, 1.5848, 3.1622, 1.5848, 4.4668, 1.5848, 2.2387]"
re SCSF 177.txt,re,Compound,0.1,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.3981, 0.79432, 0.3981, 0.56234, 0.28183, 1.122, 0.3981, 0.79432, 0.28183, 0.3981, 0.19952, 0.3981]","[0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 1.122, 0.56234, 0.79432, 0.3981, 0.56234, 0.3981, 0.56234]"
kh SCSF 5.txt,kh,Luminance,1.585,100.0,"[0, 0, 0]","[705, 0]","[0.79432, 1.5848, 0.79432, 1.122, 0.56234, 0.79432, 0.3981, 0.79432, 0.3981, 1.5848, 0.3981, 0.56234]","[0.79432, 1.5848, 0.3981, 0.79432, 0.3981, 1.122, 0.56234, 1.122, 0.79432, 1.122, 0.79432, 2.2387]"
kh SCSF 4.txt,kh,Luminance,0.251,100.0,"[0, 0, 0]","[705, 0]","[50.118, 1.5848, 2.2387, 1.122, 2.2387, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234]","[0.79432, 1.5848, 0.79432, 1.5848, 0.79432, 1.122, 0.79432, 1.5848, 0.79432, 1.5848, 1.122, 1.5848]"
re SCSF 18.txt,re,Compound,0.158,100.0,"[0, 0, 0]","[705, 107, 0]","[0.3981, 0.79432, 0.3981, 0.56234, 0.28183, 0.3981, 0.28183, 0.3981, 0.28183, 0.56234, 0.3981, 0.79432]","[0.19952, 0.79432, 0.56234, 0.79432, 0.28183, 0.56234, 0.3981, 0.79432, 0.28183, 0.56234, 0.3981, 0.56234]"
kh SCSF 73.txt,kh,Luminance,0.1,100.0,"[0, 0, 0]","[705, 0]","[50.118, 3.1622, 4.4668, 2.2387, 3.1622, 1.5848, 2.2387, 1.122, 3.1622, 1.5848, 3.1622, 2.2387]","[25.118, 50.118, 3.1622, 4.4668, 1.5848, 2.2387, 1.122, 2.2387, 1.122, 6.3095, 4.4668, 6.3095]"
kh SCSF 18.txt,kh,Compound,0.158,100.0,"[0, 0, 0]","[705, 200, 0]","[0.050118, 0.79432, 0.0, 0.14125, 0.0, 0.14125, 0.0, 0.3981, 0.28183, 0.56234, 0.19952, 0.3981]","[50.118, 0.19952, 0.28183, 0.0, 0.28183, 0.19952, 0.28183, 0.0, 0.3981, 0.28183, 0.3981, 0.050118]"
re SCSF 21.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[705, 107, 0]","[0.79432, 3.1622, 2.2387, 3.1622, 0.79432, 2.2387, 1.5848, 2.2387, 1.122, 1.5848, 1.122, 4.4668]","[1.5848, 3.1622, 1.5848, 2.2387, 1.122, 1.5848, 0.3981, 2.2387, 1.5848, 2.2387, 1.122, 3.1622]"
re SCSF 127.txt,re,Compound,0.398,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.3981, 0.79432, 0.3981, 1.5848, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 1.122]","[0.3981, 0.79432, 0.3981, 0.79432, 0.56234, 1.122, 0.56234, 1.5848, 0.28183, 1.122, 0.56234, 0.79432]"
re SCSF 47.txt,re,Compound,0.1,100.0,"[0, 0, 0]","[705, 107, 0]","[0.19952, 0.79432, 0.3981, 0.56234, 0.19952, 0.28183, 0.19952, 0.3981, 0.28183, 0.56234, 0.3981, 0.79432]","[0.79432, 1.5848, 0.56234, 0.79432, 0.28183, 0.79432, 0.3981, 0.56234, 0.14125, 0.28183, 0.19952, 0.79432]"
kh SCSF 23.txt,kh,Compound,1.0,100.0,"[0, 0, 0]","[705, 200, 0]","[0.0, 0.19952, 0.14125, 0.56234, 0.28183, 0.79432, 0.3981, 1.122, 0.79432, 1.122, 0.56234, 0.79432]","[0.3981, 0.79432, 0.3981, 0.56234, 0.28183, 0.3981, 0.19952, 0.3981, 0.070794, 0.28183, 0.19952, 0.56234]"
kh SCSF 15.txt,kh,Compound,0.398,100.0,"[0, 0, 0]","[705, 200, 0]","[0.19952, 0.79432, 0.3981, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234, 0.28183, 0.3981, 0.28183, 0.3981]","[0.3981, 0.79432, 0.3981, 0.79432, 0.3981, 0.56234, 0.19952, 0.3981, 0.19952, 0.79432, 0.28183, 0.56234]"
mj SCSF 26.txt,mj,Compound,1.0,100.0,"[0, 0, 0]","[700, 211, 0]","[1.5848, 3.1622, 1.5848, 3.1622, 1.122, 1.5848, 1.122, 2.2387, 1.5848, 2.2387, 1.5848, 3.1622]","[1.5848, 3.1622, 1.122, 1.5848, 0.79432, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387, 0.79432, 2.2387]"
re SCSF 44.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[705, 107, 0]","[1.5848, 6.3095, 3.1622, 4.4668, 2.2387, 4.4668, 2.2387, 3.1622, 1.122, 2.2387, 1.5848, 3.1622]","[12.589, 25.118, 1.5848, 2.2387, 1.5848, 2.2387, 0.56234, 1.122, 0.19952, 0.56234, 0.28183, 0.56234]"
re SCSF 194.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[705, 107, 0]","[50.118, 25.118, 35.481, 25.118, 70.794, 35.481, 50.118, 25.118, 35.481, 25.118, 70.794, 50.118]","[25.118, 10.0, 8.9125, 70.794, 35.481, 50.118, 35.481, 50.118, 35.481, 50.118, 25.118, 50.118]"
kh SCSF 11.txt,kh,Equiluminance,0.398,100.0,"[0, 0]","[705, 0, 0]","[50.118, 3.1622, 6.3095, 3.1622, 6.3095, 4.4668, 6.3095, 3.1622, 12.589, 8.9125, 12.589, 3.1622]","[3.1622, 25.118, 6.3095, 8.9125, 2.2387, 3.1622, 2.2387, 3.1622, 2.2387, 4.4668, 3.1622, 4.4668]"
kh SCSF 1.txt,kh,Luminance,0.398,100.0,"[0, 0, 0]","[705, 0]","[0.3981, 0.79432, 0.3981, 0.56234, 0.3981, 0.56234, 0.3981, 1.122, 0.79432, 1.122, 0.79432, 1.122]","[0.79432, 1.5848, 1.122, 1.5848, 0.79432, 1.122, 0.56234, 0.79432, 0.56234, 1.5848, 0.3981, 0.56234]"
mj SCSF 7.txt,mj,Luminance,0.158,100.0,"[0, 0, 0]","[700, 211, 0]","[3.1622, 6.3095, 1.122, 1.5848, 1.122, 2.2387, 1.122, 1.5848, 1.122, 3.1622, 1.5848, 3.1622]","[0.79432, 3.1622, 1.122, 1.5848, 0.19952, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234]"
re SCSF 72.txt,re,Equiluminance,0.251,100.0,"[0, 107, 0]","[705, 0, 0]","[6.3095, 12.589, 1.5848, 2.2387, 0.79432, 1.5848, 0.79432, 1.122, 0.79432, 1.122, 0.56234, 0.79432]","[3.1622, 6.3095, 1.5848, 2.2387, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 1.122, 0.79432, 1.122]"
re SCSF 116.txt,re,Compound,0.398,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.3981, 0.79432, 0.56234, 1.122, 0.3981, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234, 0.3981, 0.79432]","[0.3981, 0.79432, 0.19952, 0.79432, 0.56234, 0.79432, 0.3981, 0.79432, 0.28183, 1.122, 0.79432, 1.122]"
