file_name,observer_name,type_grating,spatial_frequency,contrast_level,rgb_min,rgb_max,scase1_reversals,scase2_reversals
kh SCSF 94.txt,kh,Compound,0.1,100.0,"[0, 0, 0]","[705, 200, 0]","[6.3095, 25.118, 0.19952, 0.56234, 0.0, 0.19952, 0.14125, 0.19952, 0.070794, 0.14125, 0.0, 0.14125]","[12.589, 50.118, 0.56234, 0.79432, 0.19952, 0.28183, 0.19952, 0.28183, 0.19952, 0.3981, 0.28183, 0.3981]"
re SCSF 143.txt,re,Compound,0.251,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.79432, 1.5848, 0.79432, 1.122, 0.79432, 1.5848, 1.122, 2.2387, 1.122, 1.5848, 1.122, 1.5848]","[0.79432, 1.5848, 1.122, 1.5848, 0.79432, 1.5848, 0.79432, 1.5848, 0.56234, 2.2387, 1.122, 1.5848]"
re SCSF 139.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[1000, 152, 0]","[1.5848, 12.589, 8.9125, 12.589, 2.2387, 4.4668, 3.1622, 4.4668, 2.2387, 3.1622, 1.122, 3.1622]","[12.589, 25.118, 3.1622, 12.589, 2.2387, 3.1622, 2.2387, 3.1622, 2.2387, 6.3095, 2.2387, 4.4668]"
kh SCSF 77.txt,kh,Compound,0.0631,100.0,"[0, 0, 0]","[705, 0]","[1.5848, 3.1622, 1.5848, 2.2387, 1.122, 1.5848, 0.79432, 2.2387, 1.122, 2.2387, 1.5848, 3.1622]","[1.5848, 3.1622, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 1.5848, 1.122, 1.5848]"
re SCSF 93.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[705, 107, 0]","[1.5848, 6.3095, 3.1622, 4.4668, 3.1622, 4.4668, 3.1622, 4.4668, 3.1622, 6.3095, 2.2387, 3.1622]","[6.3095, 12.589, 2.2387, 3.1622, 1.122, 1.5848, 1.122, 2.2387, 0.79432, 1.5848, 1.122, 1.5848]"
mj SCSF 6.txt,mj,Luminance,0.631,100.0,"[0, 0, 0]","[700, 211, 0]","[0.3981, 1.5848, 0.56234, 1.122, 0.56234, 1.122, 0.56234, 0.79432, 0.56234, 0.79432, 0.19952, 0.79432]","[0.79432, 1.5848, 1.122, 1.5848, 1.122, 1.5848, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.5848]"
re SCSF 190.txt,re,Compound,0.398,100.0,"[0, 0, 0]","[1000, 152, 0]","[50.118, 1.5848, 2.2387, 1.5848, 2.2387, 1.122, 1.5848, 1.122, 1.5848, 1.122, 1.5848, 1.122]","[1.5848, 3.1622, 1.122, 1.5848, 0.79432, 1.122, 0.79432, 1.122, 0.28183, 0.79432, 0.56234, 3.1622]"
mj SCSF 29.txt,mj,Equiluminance,0.0631,100.0,"[0, 211, 0]","[700, 0, 0]","[0.79432, 3.1622, 2.2387, 3.1622, 1.5848, 4.4668, 1.5848, 2.2387, 1.122, 1.5848, 1.122, 3.1622]","[50.118, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 3.1622, 2.2387, 6.3095, 2.2387, 3.1622, 1.5848]"
re SCSF 57.txt,re,Compound,0.251,100.0,"[0, 0, 0]","[705, 107, 0]","[0.3981, 1.5848, 0.79432, 1.122, 0.3981, 1.122, 0.79432, 1.122, 0.3981, 0.79432, 0.3981, 0.79432]","[0.79432, 1.5848, 0.79432, 1.5848, 0.3981, 0.56234, 0.28183, 1.122, 0.79432, 1.5848, 0.79432, 1.5848]"
re SCSF 76.txt,re,Luminance,0.251,100.0,"[0, 0, 0]","[705, 107, 0]","[3.1622, 6.3095, 1.5848, 2.2387, 1.122, 1.5848, 1.122, 2.2387, 0.79432, 1.122, 0.79432, 1.122]","[1.5848, 3.1622, 2.2387, 3.1622, 1.5848, 2.2387, 0.79432, 1.122, 0.79432, 1.122, 0.56234, 1.5848]"
re SCSF 188.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[1000, 152, 0]","[1.5848, 3.1622, 1.5848, 2.2387, 0.79432, 2.2387, 1.122, 1.5848, 1.122, 1.5848, 0.56234, 2.2387]","[1.5848, 6.3095, 1.122, 2.2387, 1.5848, 2.2387, 1.122, 2.2387, 1.122, 2.2387, 1.5848, 2.2387]"
re SCSF 159.txt,re,Compound,0.398,100.0,"[0, 0, 0]","[1000, 152, 0]","[1.5848, 3.1622, 2.2387, 6.3095, 3.1622, 4.4668, 2.2387, 3.1622, 2.2387, 4.4668, 3.1622, 4.4668]","[3.1622, 6.3095, 2.2387, 4.4668, 0.3981, 0.56234, 0.3981, 0.79432, 0.3981, 2.2387, 1.5848, 3.1622]"
mj SCSF 42.txt,mj,Compound,0.631,100.0,"[0, 0, 0]","[700, 211, 0]","[0.3981, 0.79432, 0.3981, 0.56234, 0.28183, 0.3981, 0.28183, 0.3981, 0.28183, 0.56234, 0.3981, 0.79432]","[0.19952, 0.79432, 0.56234, 0.79432, 0.3981, 0.56234, 0.14125, 0.28183, 0.19952, 0.3981, 0.19952, 0.56234]"
re SCSF 23.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[705, 107, 0]","[0.3981, 1.5848, 0.79432, 1.122, 0.56234, 1.5848, 0.56234, 1.122, 0.79432, 1.122, 0.79432, 2.2387]","[50.118, 0.79432, 1.122, 0.79432, 1.122, 0.56234, 1.122, 0.56234, 1.122, 0.56234, 0.79432, 0.28183]"
re SCSF 166.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[1000, 152, 0]","[12.589, 10.0, 70.794, 10.0, 3.1622, 4.4668, 1.5848, 2.2387, 1.5848, 2.2387, 1.122, 8.9125]","[6.3095, 10.0, 17.782, 25.118, 1.5848, 3.1622, 2.2387, 4.4668, 3.1622, 8.9125, 2.2387, 3.1622]"
mj SCSF 52.txt,mj,Luminance,1.0,100.0,"[0, 0, 0]","[700, 211, 0]","[0.79432, 3.1622, 1.5848, 2.2387, 1.122, 2.2387, 1.5848, 2.2387, 1.122, 1.5848, 1.122, 1.5848]","[0.79432, 1.5848, 1.122, 1.5848, 0.79432, 2.2387, 1.122, 1.5848, 0.79432, 1.122, 0.79432, 1.122]"
kh SCSF 75.txt,kh,Luminance,0.158,100.0,"[0, 0, 0]","[705, 0]","[0.79432, 1.5848, 1.122, 3.1622, 2.2387, 4.4668, 2.2387, 4.4668, 1.5848, 2.2387, 0.79432, 1.122]","[3.1622, 6.3095, 2.2387, 3.1622, 0.19952, 0.28183, 0.14125, 0.3981, 0.28183, 1.122, 0.79432, 1.5848]"
re SCSF 130.txt,re,Compound,0.1,100.0,"[0, 0, 0]","[1000, 152, 0]","[3.1622, 6.3095, 0.3981, 0.56234, 0.3981, 0.79432, 0.19952, 0.56234, 0.3981, 0.56234, 0.28183, 0.56234]","[0.79432, 1.5848, 0.79432, 1.122, 0.19952, 0.3981, 0.28183, 0.56234, 0.19952, 0.3981, 0.28183, 0.3981]"
re SCSF 180.txt,re,Compound,0.1,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.0, 0.19952, 0.14125, 0.56234, 0.28183, 0.3981, 0.28183, 0.56234, 0.28183, 0.56234, 0.3981, 0.56234]","[0.19952, 0.3981, 0.19952, 0.3981, 0.28183, 0.3981, 0.28183, 0.79432, 0.28183, 0.3981, 0.28183, 0.3981]"
re SCSF 120.txt,re,Compound,0.398,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.19952, 0.79432, 0.56234, 0.79432, 0.3981, 0.79432, 0.56234, 1.122, 0.56234, 0.79432, 0.3981, 0.56234]","[0.0, 0.79432, 0.56234, 0.79432, 0.19952, 0.3981, 0.28183, 0.3981, 0.28183, 0.3981, 0.28183, 1.122]"
mj SCSF 12.txt,mj,Luminance,0.1,100.0,"[0, 0, 0]","[700, 211, 0]","[0.3981, 1.5848, 1.122, 3.1622, 2.2387, 4.4668, 3.1622, 4.4668, 2.2387, 3.1622, 2.2387, 3.1622]","[3.1622, 6.3095, 4.4668, 6.3095, 2.2387, 4.4668, 2.2387, 4.4668, 3.1622, 4.4668, 2.2387, 3.1622]"
re SCSF 56.txt,re,Compound,0.398,100.0,"[0, 0, 0]","[705, 107, 0]","[0.79432, 3.1622, 0.79432, 1.122, 0.79432, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387, 0.56234, 1.122]","[3.1622, 6.3095, 1.122, 1.5848, 1.122, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387, 0.79432, 1.122]"
re SCSF 69.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[705, 107, 0]","[1.5848, 3.1622, 1.5848, 6.3095, 3.1622, 4.4668, 0.79432, 2.2387, 1.122, 2.2387, 1.5848, 4.4668]","[0.79432, 3.1622, 2.2387, 4.4668, 3.1622, 4.4668, 3.1622, 4.4668, 2.2387, 3.1622, 2.2387, 3.1622]"
re SCSF 197.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[1000, 152, 0]","[1.5848, 3.1622, 2.2387, 4.4668, 3.1622, 4.4668, 2.2387, 8.9125, 2.2387, 12.589, 4.4668, 6.3095]","[6.3095, 12.589, 3.1622, 4.4668, 2.2387, 3.1622, 1.122, 3.1622, 2.2387, 4.4668, 2.2387, 4.4668]"
kh SCSF 85.txt,kh,Equiluminance,0.1,100.0,"[0, 0]","[705, 0, 0]","[6.3095, 12.589, 6.3095, 8.9125, 1.5848, 3.1622, 2.2387, 4.4668, 3.1622, 6.3095, 4.4668, 6.3095]","[6.3095, 12.589, 4.4668, 8.9125, 3.1622, 4.4668, 3.1622, 6.3095, 3.1622, 4.4668, 3.1622, 4.4668]"
mj SCSF 65.txt,mj,Compound,0.158,100.0,"[0, 0, 0]","[700, 211, 0]","[0.3981, 0.79432, 0.19952, 0.3981, 0.19952, 0.79432, 0.56234, 0.79432, 0.56234, 1.122, 0.3981, 0.56234]","[1.5848, 3.1622, 0.3981, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234, 0.28183, 0.56234, 0.28183, 0.79432]"
re SCSF 31.txt,re,Equiluminance,0.631,100.0,"[0, 107, 0]","[705, 0, 0]","[1.5848, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 3.1622, 1.5848, 2.2387, 1.122, 3.1622]","[3.1622, 6.3095, 3.1622, 4.4668, 3.1622, 4.4668, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387]"
kh SCSF 45.txt,kh,Compound,0.251,100.0,"[0, 0, 0]","[705, 200, 0]","[0.79432, 1.5848, 0.79432, 1.5848, 0.56234, 1.122, 0.79432, 1.122, 0.79432, 2.2387, 1.122, 1.5848]","[0.19952, 0.79432, 0.56234, 1.5848, 0.79432, 1.5848, 1.122, 1.5848, 1.122, 1.5848, 0.56234, 0.79432]"
re SCSF 147.txt,re,Compound,0.251,100.0,"[0, 0, 0]","[1000, 152, 0]","[3.1622, 6.3095, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 1.122, 0.28183, 1.122, 0.79432, 1.122]","[50.118, 0.79432, 1.122, 0.79432, 1.5848, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 1.122, 0.79432]"
kh SCSF 36.txt,kh,Equiluminance,0.1,100.0,"[0, 0]","[705, 0, 0]","[0.79432, 3.1622, 2.2387, 4.4668, 3.1622, 4.4668, 3.1622, 6.3095, 3.1622, 4.4668, 3.1622, 4.4668]","[6.3095, 12.589, 4.4668, 8.9125, 3.1622, 4.4668, 2.2387, 3.1622, 2.2387, 4.4668, 0.79432, 2.2387]"
re SCSF 172.txt,re,Compound,0.1,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.19952, 0.3981, 0.28183, 0.3981, 0.28183, 0.3981, 0.28183, 0.3981, 0.14125, 0.28183, 0.19952, 0.56234]","[0.0, 0.3981, 0.14125, 0.56234, 0.28183, 0.3981, 0.28183, 0.3981, 0.14125, 0.19952, 0.0, 0.28183]"
re SCSF 14.txt,re,Equiluminance,1.0,100.0,"[0, 107, 0]","[705, 0, 0]","[1.5848, 3.1622, 2.2387, 3.1622, 0.79432, 3.1622, 1.5848, 2.2387, 1.5848, 3.1622, 2.2387, 3.1622]","[1.5848, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387, 1.122, 1.5848, 0.79432, 1.122, 0.79432, 1.122]"
mj SCSF 83.txt,mj,Compound,0.631,100.0,"[0, 0, 0]","[700, 211, 0]","[1.5848, 3.1622, 2.2387, 6.3095, 3.1622, 4.4668, 3.1622, 4.4668, 2.2387, 8.9125, 4.4668, 6.3095]","[6.3095, 12.589, 6.3095, 8.9125, 3.1622, 6.3095, 4.4668, 8.9125, 6.3095, 25.118, 12.589, 17.782]"
kh SCSF 83.txt,kh,Equiluminance,0.158,100.0,"[0, 0]","[705, 0, 0]","[1.5848, 3.1622, 2.2387, 4.4668, 3.1622, 4.4668, 3.1622, 4.4668, 3.1622, 4.4668, 1.122, 8.9125]","[1.5848, 3.1622, 2.2387, 6.3095, 4.4668, 6.3095, 3.1622, 4.4668, 3.1622, 8.9125, 6.3095, 8.9125]"
re SCSF 15.txt,re,Compound,0.1,100.0,"[0, 0, 0]","[705, 107, 0]","[0.0, 0.19952, 0.14125, 0.19952, 0.14125, 0.3981, 0.19952, 0.3981, 0.28183, 0.56234, 0.19952, 0.3981]","[0.0, 0.19952, 0.14125, 0.3981, 0.28183, 0.79432, 0.28183, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234]"
re SCSF 94.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[705, 107, 0]","[1.5848, 3.1622, 2.2387, 4.4668, 2.2387, 6.3095, 2.2387, 3.1622, 0.79432, 1.5848, 1.122, 4.4668]","[1.5848, 6.3095, 4.4668, 6.3095, 3.1622, 8.9125, 3.1622, 4.4668, 1.122, 4.4668, 2.2387, 6.3095]"
re SCSF 108.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.3981, 1.5848, 1.122, 4.4668, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 8.9125, 2.2387, 3.1622]","[0.3981, 0.79432, 0.3981, 1.122, 0.56234, 1.122, 0.79432, 2.2387, 1.5848, 2.2387, 1.122, 2.2387]"
mj SCSF 53.txt,mj,Luminance,0.251,100.0,"[0, 0, 0]","[700, 211, 0]","[6.3095, 12.589, 0.79432, 1.122, 0.56234, 1.5848, 0.79432, 1.122, 0.79432, 2.2387, 1.122, 1.5848]","[0.3981, 1.5848, 0.79432, 1.5848, 0.79432, 1.5848, 1.122, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387]"
kh SCSF 56.txt,kh,Luminance,1.585,100.0,"[0, 0, 0]","[705, 0]","[12.589, 10.0, 17.782, 35.481, 25.118, 35.481, 25.118, 35.481, 17.782, 25.118, 17.782, 25.118]","[10.0, 50.118, 70.794, 25.118, 35.481, 8.9125, 12.589, 8.9125, 50.118, 17.782, 50.118, 35.481]"
mj SCSF 69.txt,mj,Compound,0.631,100.0,"[0, 0, 0]","[700, 211, 0]","[3.1622, 6.3095, 2.2387, 3.1622, 0.79432, 1.122, 0.79432, 1.5848, 1.122, 2.2387, 1.122, 1.5848]","[0.0, 0.3981, 0.28183, 0.56234, 0.3981, 0.79432, 0.28183, 0.3981, 0.28183, 0.3981, 0.19952, 1.5848]"
re SCSF 129.txt,re,Compound,0.158,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.3981, 0.79432, 0.28183, 0.56234, 0.3981, 0.56234, 0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432]","[0.19952, 0.3981, 0.28183, 0.3981, 0.19952, 0.3981, 0.28183, 0.56234, 0.3981, 0.79432, 0.56234, 0.79432]"
mj SCSF 54.txt,mj,Luminance,1.585,100.0,"[0, 0, 0]","[700, 211, 0]","[1.5848, 3.1622, 2.2387, 4.4668, 3.1622, 4.4668, 2.2387, 4.4668, 1.5848, 4.4668, 3.1622, 4.4668]","[0.79432, 3.1622, 2.2387, 4.4668, 3.1622, 4.4668, 3.1622, 4.4668, 3.1622, 4.4668, 0.56234, 1.5848]"
re SCSF 169.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[1000, 152, 0]","[3.1622, 6.3095, 4.4668, 6.3095, 4.4668, 6.3095, 2.2387, 4.4668, 3.1622, 12.589, 4.4668, 6.3095]","[6.3095, 12.589, 6.3095, 8.9125, 6.3095, 8.9125, 6.3095, 8.9125, 1.5848, 2.2387, 0.56234, 3.1622]"
mj SCSF 27.txt,mj,Compound,1.585,100.0,"[0, 0, 0]","[700, 211, 0]","[1.5848, 6.3095, 2.2387, 3.1622, 2.2387, 3.1622, 2.2387, 4.4668, 3.1622, 4.4668, 1.5848, 2.2387]","[1.5848, 3.1622, 2.2387, 4.4668, 1.5848, 3.1622, 2.2387, 3.1622, 0.79432, 1.5848, 0.79432, 1.122]"
re SCSF 141.txt,re,Compound,0.158,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.3981, 1.5848, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.122, 0.56234, 1.5848, 0.56234, 0.79432]","[0.79432, 1.5848, 0.79432, 1.122, 0.79432, 1.122, 0.56234, 0.79432, 0.56234, 1.5848, 0.79432, 1.122]"
re SCSF 10.txt,re,Equiluminance,0.398,100.0,"[0, 107, 0]","[705, 0, 0]","[0.3981, 1.5848, 1.122, 2.2387, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.122, 0.56234, 1.5848]","[6.3095, 12.589, 0.56234, 2.2387, 0.79432, 2.2387, 1.122, 1.5848, 0.79432, 1.5848, 1.122, 1.5848]"
re SCSF 53.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[705, 107, 0]","[1.5848, 6.3095, 2.2387, 3.1622, 1.5848, 3.1622, 2.2387, 4.4668, 1.5848, 2.2387, 1.5848, 3.1622]","[1.5848, 6.3095, 1.5848, 4.4668, 2.2387, 3.1622, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 2.2387]"
kh SCSF 41.txt,kh,Equiluminance,0.158,100.0,"[0, 0]","[705, 0, 0]","[6.3095, 12.589, 2.2387, 3.1622, 2.2387, 4.4668, 3.1622, 6.3095, 4.4668, 6.3095, 4.4668, 8.9125]","[3.1622, 6.3095, 3.1622, 6.3095, 4.4668, 6.3095, 4.4668, 6.3095, 4.4668, 6.3095, 3.1622, 4.4668]"
kh SCSF 26.txt,kh,Compound,1.585,100.0,"[0, 0, 0]","[705, 200, 0]","[12.589, 25.118, 1.5848, 2.2387, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.5848]","[10.0, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.5848, 1.122, 1.5848, 1.122]"
kh SCSF 31.txt,kh,Luminance,0.1,100.0,"[0, 0, 0]","[705, 0]","[1.5848, 3.1622, 2.2387, 3.1622, 1.122, 2.2387, 1.122, 1.5848, 0.79432, 1.122, 0.79432, 1.122]","[0.79432, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387, 0.79432, 1.122]"
re SCSF 119.txt,re,Compound,0.1,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.19952, 1.5848, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.3981, 0.79432]","[12.589, 25.118, 0.28183, 0.56234, 0.19952, 0.3981, 0.14125, 0.19952, 0.0, 0.56234, 0.3981, 0.56234]"
re SCSF 176.txt,re,Compound,0.158,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.3981, 0.79432, 0.3981, 0.56234, 0.3981, 0.56234, 0.19952, 0.3981, 0.19952, 0.28183, 0.19952, 0.28183]","[6.3095, 12.589, 0.28183, 0.56234, 0.3981, 0.79432, 0.28183, 0.3981, 0.19952, 0.3981, 0.19952, 0.3981]"
re SCSF 121.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 1.122, 0.79432, 1.5848, 1.122, 1.5848, 0.3981, 0.56234]","[6.3095, 12.589, 3.1622, 4.4668, 0.79432, 4.4668, 1.5848, 3.1622, 0.3981, 0.56234, 0.3981, 2.2387]"
kh SCSF 91.txt,kh,Compound,0.158,100.0,"[0, 0, 0]","[705, 200, 0]","[0.3981, 0.79432, 0.28183, 0.3981, 0.28183, 0.56234, 0.3981, 0.56234, 0.28183, 0.3981, 0.28183, 0.3981]","[0.3981, 0.79432, 0.28183, 0.79432, 0.3981, 0.56234, 0.14125, 0.56234, 0.3981, 0.56234, 0.19952, 0.3981]"
kh SCSF 22.txt,kh,Compound,0.1,100.0,"[0, 0, 0]","[705, 200, 0]","[0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.3981, 0.56234, 0.3981, 0.56234, 0.19952, 0.79432]","[0.3981, 0.79432, 0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432]"
re SCSF 7.txt,re,Luminance,0.1,100.0,"[0, 0, 0]","[705, 107, 0]","[1.5848, 3.1622, 1.5848, 2.2387, 1.122, 1.5848, 1.122, 2.2387, 1.5848, 2.2387, 1.122, 2.2387]","[0.79432, 3.1622, 2.2387, 3.1622, 2.2387, 3.1622, 2.2387, 3.1622, 2.2387, 3.1622, 1.5848, 2.2387]"
kh SCSF 8.txt,kh,Equiluminance,1.0,100.0,"[0, 0]","[705, 0, 0]","[12.589, 25.118, 17.782, 25.118, 6.3095, 8.9125, 6.3095, 8.9125, 4.4668, 12.589, 8.9125, 17.782]","[50.118, 12.589, 17.782, 12.589, 17.782, 8.9125, 12.589, 6.3095, 8.9125, 6.3095, 17.782, 8.9125]"
re SCSF 59.txt,re,Equiluminance,0.631,100.0,"[0, 107, 0]","[705, 0, 0]","[3.1622, 6.3095, 3.1622, 4.4668, 3.1622, 6.3095, 3.1622, 4.4668, 3.1622, 8.9125, 4.4668, 8.9125]","[3.1622, 6.3095, 3.1622, 8.9125, 1.5848, 4.4668, 3.1622, 4.4668, 1.122, 3.1622, 2.2387, 8.9125]"
re SCSF 158.txt,re,Compound,0.1,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.19952, 0.79432, 0.3981, 0.56234, 0.28183, 0.56234, 0.28183, 0.56234, 0.28183, 0.56234, 0.3981, 0.56234]","[0.3981, 0.79432, 0.56234, 0.79432, 0.19952, 0.56234, 0.19952, 0.56234, 0.3981, 0.56234, 0.19952, 0.56234]"
re SCSF 87.txt,re,Compound,0.158,100.0,"[0, 0, 0]","[705, 107, 0]","[0.19952, 0.79432, 0.28183, 0.3981, 0.19952, 0.56234, 0.28183, 0.56234, 0.19952, 0.28183, 0.19952, 0.28183]","[0.3981, 0.79432, 0.3981, 0.56234, 0.3981, 0.79432, 0.3981, 0.56234, 0.3981, 0.56234, 0.28183, 0.3981]"
kh SCSF 16.txt,kh,Compound,0.1,100.0,"[0, 0, 0]","[705, 200, 0]","[50.118, 0.3981, 0.56234, 0.3981, 0.56234, 0.19952, 0.3981, 0.28183, 0.3981, 0.19952, 0.28183, 0.19952]","[50.118, 0.012589, 0.025118, 0.017782, 0.025118, 0.017782, 0.14125, 0.0, 0.19952, 0.0, 0.19952, 0.14125]"
re SCSF 51.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[705, 107, 0]","[1.5848, 3.1622, 1.122, 1.5848, 0.56234, 1.5848, 0.79432, 3.1622, 2.2387, 4.4668, 2.2387, 3.1622]","[1.5848, 3.1622, 2.2387, 3.1622, 2.2387, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387]"
re SCSF 118.txt,re,Compound,0.251,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.3981, 0.79432, 0.28183, 0.3981, 0.28183, 0.56234, 0.3981, 0.56234, 0.28183, 0.56234, 0.3981, 0.79432]","[0.19952, 0.79432, 0.3981, 0.56234, 0.3981, 0.79432, 0.28183, 0.56234, 0.19952, 0.56234, 0.3981, 0.79432]"
re SCSF 40.txt,re,Luminance,1.0,100.0,"[0, 0, 0]","[705, 107, 0]","[12.589, 25.118, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 1.122, 0.56234, 0.79432, 0.56234, 0.79432]","[1.5848, 6.3095, 1.5848, 2.2387, 1.5848, 4.4668, 1.5848, 2.2387, 1.5848, 12.589, 6.3095, 8.9125]"
re SCSF 163.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[1000, 152, 0]","[6.3095, 50.118, 3.1622, 4.4668, 2.2387, 4.4668, 3.1622, 4.4668, 3.1622, 4.4668, 3.1622, 4.4668]","[3.1622, 6.3095, 2.2387, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387, 1.122, 4.4668, 3.1622, 6.3095]"
mj SCSF 63.txt,mj,Compound,1.585,100.0,"[0, 0, 0]","[700, 211, 0]","[3.1622, 6.3095, 4.4668, 6.3095, 4.4668, 6.3095, 4.4668, 8.9125, 2.2387, 6.3095, 4.4668, 8.9125]","[3.1622, 12.589, 4.4668, 12.589, 6.3095, 12.589, 3.1622, 4.4668, 3.1622, 6.3095, 4.4668, 6.3095]"
mj SCSF 85.txt,mj,Compound,1.0,100.0,"[0, 0, 0]","[700, 211, 0]","[12.589, 50.118, 6.3095, 8.9125, 2.2387, 4.4668, 3.1622, 6.3095, 3.1622, 4.4668, 3.1622, 6.3095]","[6.3095, 12.589, 8.9125, 12.589, 8.9125, 12.589, 4.4668, 6.3095, 4.4668, 12.589, 6.3095, 8.9125]"
re SCSF 3.txt,re,Luminance,0.251,100.0,"[0, 0, 0]","[705, 107, 0]","[0.3981, 1.5848, 0.56234, 1.122, 0.79432, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387, 1.122, 1.5848]","[0.79432, 1.5848, 1.122, 2.2387, 1.122, 1.5848, 1.122, 2.2387, 1.122, 1.5848, 1.122, 3.1622]"
re SCSF 168.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[1000, 152, 0]","[1.5848, 12.589, 8.9125, 17.782, 8.9125, 12.589, 8.9125, 12.589, 6.3095, 8.9125, 4.4668, 6.3095]","[6.3095, 12.589, 8.9125, 12.589, 0.79432, 1.5848, 1.122, 1.5848, 0.56234, 4.4668, 1.122, 4.4668]"
mj SCSF 82.txt,mj,Compound,1.585,100.0,"[0, 0, 0]","[700, 211, 0]","[50.118, 12.589, 17.782, 8.9125, 12.589, 4.4668, 8.9125, 6.3095, 12.589, 8.9125, 12.589, 8.9125]","[0.79432, 6.3095, 4.4668, 8.9125, 6.3095, 8.9125, 6.3095, 8.9125, 6.3095, 12.589, 8.9125, 12.589]"
kh SCSF 84.txt,kh,Equiluminance,0.0398,100.0,"[0, 0]","[705, 0, 0]","[6.3095, 12.589, 4.4668, 6.3095, 3.1622, 6.3095, 4.4668, 8.9125, 4.4668, 6.3095, 1.5848, 4.4668]","[12.589, 25.118, 12.589, 17.782, 4.4668, 6.3095, 3.1622, 4.4668, 1.5848, 6.3095, 4.4668, 6.3095]"
kh SCSF 34.txt,kh,Luminance,1.585,100.0,"[0, 0, 0]","[705, 0]","[6.3095, 12.589, 4.4668, 6.3095, 3.1622, 4.4668, 3.1622, 4.4668, 3.1622, 6.3095, 4.4668, 6.3095]","[3.1622, 6.3095, 2.2387, 6.3095, 3.1622, 8.9125, 4.4668, 6.3095, 2.2387, 4.4668, 1.122, 4.4668]"
re SCSF 154.txt,re,Compound,0.158,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.0, 0.19952, 0.14125, 0.19952, 0.14125, 0.19952, 0.0, 0.14125, 0.0, 0.19952, 0.14125, 0.28183]","[0.3981, 3.1622, 0.56234, 0.79432, 0.28183, 0.56234, 0.28183, 0.56234, 0.28183, 0.79432, 0.56234, 1.122]"
